piso,tope,max_examen,pend,limite,costo_nuevo,diferencia_limite,cambio_porcen_limite,costo_viejo,diferencia_metodo,FIJO20_diferencia_limite_boot,FIJO20_media_boot,FIJO20_std_boot,FIJO20_porcentaje_inferior_0,MITAD_MAS_diferencia_limite_boot,MITAD_MAS_media_boot,MITAD_MAS_std_boot,MITAD_MAS_porcentaje_inferior_0,DOBLE_diferencia_limite_boot,DOBLE_media_boot,DOBLE_std_boot,DOBLE_porcentaje_inferior_0
16000,35000,180,127.0,1260000.0,1716584.0,-456584.0,-0.36236825396825395,686400,-1030184.0,"[ 283690. -112524.    9388.   72884.  406362. -180338.  228447. -122557.
  221083.  191494. -172972.   82661. -212467.     498.  340201.   27674.
  -22741.   45073.  323439.  -50425.  141460. -179449. -296027. -189480.
  198606.]",41359.2,192818.9124674237,0.4,"[-211959. -162431.  -50806.  -90047. -300599.   70598. -332347. -108460.
 -451338. -469497.  -39503. -342507. -452354. -503404. -455910. -227451.
 -418828. -414383. -374380. -205990.   10785. -193419. -193673. -119763.
 -456545.]",-259768.44,167420.3097866158,0.92,"[-261612. -394446. -267073. -398510. -235706. -217547. -111381. -598902.
 -139192. -379841. -106430. -376920. -323330. -391271. -508992. -443337.
 -444607. -328918. -439146. -519152. -455529. -261612. -142748. -276977.
 -403461.]",-337065.6,129948.76215893708,1.0
16000,40000,110,300.0,1260000.0,3458000.0,-2198000.0,-1.7444444444444445,686400,-2771600.0,"[ 1.000e+04 -5.906e+05 -2.811e+05 -6.000e+04 -5.100e+05 -4.889e+05
 -6.089e+05 -4.805e+05 -3.060e+04 -5.000e+02 -3.906e+05 -4.706e+05
 -3.695e+05 -1.695e+05 -3.500e+05 -7.060e+04 -1.500e+05 -4.495e+05
 -4.005e+05 -3.205e+05  3.294e+05  1.000e+04 -4.050e+04 -4.200e+05
 -1.906e+05]",-259764.0,230105.43301712803,0.88,"[ -729500.  -790000.  -408900.  -801100.  -750000.  -870000.  -790000.
  -470000.  -459400. -1000500.  -528900.  -870600.  -528900.  -768900.
  -680500. -1070000.  -670000.  -710000.  -608900.  -470000.  -710600.
  -350000.  -768900.  -790600.  -470000.]",-682648.0,180813.86699033898,1.0,"[ -990000.  -950000. -1150000.  -830000. -1150000. -1150000.  -880500.
  -910600. -1208900. -1160500.  -960500.  -430600.  -750000.  -848900.
  -750000.  -939400.  -510000.  -800500. -1110000.  -710000.  -630000.
  -790000.  -721100.  -750600.  -830000.]",-876484.0,201249.39886618295,1.0
16000,40000,150,200.0,1260000.0,2371000.0,-1111000.0,-0.8817460317460317,686400,-1684600.0,"[-157200. -183400. -272000.   20600. -491400.  211200.  247000. -317400.
 -202200. -390800. -406200. -309200.   -3600. -563200.   62200. -243200.
  381200. -278800. -661600. -181400. -139200. -484200. -207800. -423000.
 -196600.]",-207608.0,248656.0514767336,0.8,"[-583600. -917400. -337000. -509000. -708400. -425400. -689200. -326200.
    1400. -976400. -802200. -494800. -516800. -369000. -297800. -410800.
 -496600. -349200. -715000. -701800. -543800. -583000. -509800. -715600.
 -214600.]",-527680.0,217829.4672444479,0.96,"[ -816600.  -959000.  -940400.  -634000. -1052600. -1031000.  -951000.
  -925000.  -873400.  -960600.  -966200. -1111000. -1086000.  -908200.
 -1071000.  -715000.  -942600.  -731000.  -823000.  -697200.  -495800.
 -1033400.  -530800.  -746000.  -839600.]",-873616.0,165261.82784902267,1.0
16000,40000,180,160.0,1260000.0,1942720.0,-682720.0,-0.5418412698412698,686400,-1256320.0,"[ 134080.  226560. -270080. -363680.  -64000.  -81440. -223520. -286240.
   -3040. -114240. -169600. -218880.  -15840. -597920. -156800.  -53120.
  -13120. -110240.  304640.  -57600.   24640.  -22880.   29280. -488320.
   54240.]",-101484.8,198634.4963619361,0.76,"[-156000. -205120. -239040. -154400. -528160. -591840. -624800. -291360.
 -305280. -314880.  -59040.  -26240. -656480. -503840. -213440. -202880.
 -419360. -447680. -495680. -255360. -568160. -745280. -205760. -656800.
  -48960.]",-356633.6,208020.01863051543,1.0,"[-697440. -552160. -508320. -852640. -648480. -469440. -508960. -789280.
 -348160. -619840. -487040. -833920. -408160. -331200. -444160. -174560.
 -686080. -541120. -270560. -547680. -514400. -557760. -365120. -822720.
 -782880.]",-550483.2,179035.19919211415,1.0
16000,45000,110,362.0,1260000.0,3879600.0,-2619600.0,-2.079047619047619,686400,-3193200.0,"[-526526. -413680. -291390. -606390. -278680. -764236. -786390. -966390.
 -683680. -773680. -774444. -291390. -256526. -526526. -481526. -246390.
   81320. -279444. -661526. -526526. -863680. -684444.  -99444. -346526.
 -436526.]",-499385.6,253071.28319617774,0.96,"[ -516390. -1236390. -1223680.  -503680.  -863680. -1156526. -1133680.
 -1326390. -1426526.  -773680. -1133680. -1146390. -1111526. -1358680.
 -1079236.  -562154.  -967154.  -887290.  -998680.  -999444.  -503680.
  -233680.  -864444. -1268680. -1133680.]",-976360.8,303773.64035162766,1.0,"[-1133680. -1471526. -1268680. -1236390. -1134444. -1223680. -1056390.
 -1359444. -1236390.  -908680.  -998680. -1088680. -1133680. -1448680.
 -1381526.  -953680.  -953680. -1178680.  -953680. -1268680. -1404444.
 -1268680. -1313680. -1133680. -1358680.]",-1194724.56,161107.0631822404,1.0
16000,45000,150,242.0,1260000.0,2656710.0,-1396710.0,-1.1085,686400,-1970310.0,"[-465520. -849544. -329028. -391012. -725960.  143784. -838536. -148708.
 -964632.  -56248. -737538. -513036. -440486. -894304. -535594. -149570.
 -674426. -444438.  -48678. -463828. -530286. -552900. -837902. -442988.
 -682776.]",-502966.16,283783.6649122257,0.96,"[ -808256.  -872928. -1109340. -1187240.  -807410.  -645884.  -727212.
  -725384. -1093288.  -515000.  -508224.  -966718.  -566276.  -716000.
  -976076.  -985272. -1197000. -1113374.  -792204.  -808822.  -743830.
  -670716. -1134508.  -897288.  -695884.]",-850565.36,203665.11265837945,1.0,"[ -676284. -1099580. -1110510.  -758538. -1289420.  -829796. -1056960.
  -670960. -1306710.  -686072. -1155510.  -902288. -1227278.  -856202.
  -781154. -1396710. -1188570. -1351710.  -859534. -1113858. -1095708.
 -1306710.  -961366. -1376596. -1217598.]",-1051024.88,231014.24726909288,1.0
16000,45000,180,193.0,1260000.0,2168856.0,-908856.0,-0.7213142857142857,686400,-1482456.0,"[  21953. -395104.  212947. -474756. -201408.   73465. -916710. -253306.
 -627941.    9234. -125037.  133083. -430790. -508319. -550200. -320258.
 -236920.  -89158. -499267. -350714.  -65226.   -8715. -327380. -168231.
 -207603.]",-252254.44,259480.66843926234,0.8,"[-663801. -798651. -730348. -610185. -659555. -248288. -311747. -318502.
 -607078. -777228. -958553. -616728. -666696. -522215. -913815. -604202.
 -607676. -439842. -409174. -701629. -746367. -573901. -967624. -654556.
 -758140.]",-634660.04,184082.42983869588,1.0,"[ -996767.  -840880.  -887567.  -937342.  -655116.  -755824.  -792668.
  -847828.  -460088.  -587797.  -726681. -1055787.  -425946.  -972449.
  -360557.  -731718.  -809247.  -850356.  -718980.  -580868. -1002924.
  -938307.  -429034.  -934833.  -608236.]",-756312.0,195281.16882997192,1.0
16000,50000,110,425.0,1260000.0,4305500.0,-3045500.0,-2.417063492063492,686400,-3619100.0,"[ -939150.  -447500.  -813225.  -348350.  -547500.  -975125.  -797500.
 -1189150. -1212375.  -675125.  -613225.  -940000.  -739150.  -648350.
  -389150.  -847500.  -775125.  -813225.  -512375.  -639150.  -939150.
  -940000. -1075125.  -613225.  -798350.]",-769124.0,225090.40533527857,1.0,"[ -998350.  -824275. -1047500.  -812375. -1512375. -1024275. -1297500.
 -1247500. -1362375. -1290000. -1297500.  -847500. -1412375. -1425125.
  -697500.  -997500.  -997500.  -824275. -1248350.  -874275. -1348350.
 -1597500.  -997500. -1047500. -1197500.]",-1129071.0,241843.42224670903,1.0,"[-1597500. -1447500. -1297500. -1174275. -1763225. -1297500. -1347500.
 -1212375. -1397500. -1498350. -1447500. -1247500. -1597500. -1547500.
 -1597500. -1297500. -1347500. -1697500. -1048350. -1647500. -1097500.
  -897500. -1348350. -1474275. -1597500.]",-1396968.0,209354.71663184473,1.0
16000,50000,150,283.0,1260000.0,2937085.0,-1677085.0,-1.3310198412698413,686400,-2250685.0,"[ -666456.  -576489.  -596534.  -280491.  -131054.  -550624.  -751823.
  -890380.  -457285.  -776855.  -352466.  -617879.  -491608.  -991109.
 -1040917.  -448077.   115227.  -551302.  -663391.  -950256.  -683353.
  -603697.  -793632.  -740711.  -584779.]",-603037.64,255898.568316414,0.96,"[ -662502.  -684525.  -926887. -1103601.  -766536.  -600453. -1370907.
  -685254. -1261365. -1340231. -1337473.  -826198.  -755256.  -994516.
 -1398470. -1340797. -1136026.  -956725. -1163143. -1285089.  -908006.
  -715364. -1089614. -1351420.  -981095.]",-1025658.12,258957.62342627722,1.0,"[ -595773. -1111525.  -997020.  -992078. -1490829. -1255179. -1533997.
 -1040471. -1135166. -1428700. -1347175. -1272645. -1406394. -1410153.
 -1005299. -1417511. -1203441.  -815770. -1145485. -1145071. -1547015.
 -1636464. -1099356. -1414681. -1477165.]",-1236974.52,245016.00003283378,1.0
16000,50000,180,227.0,1260000.0,2400784.0,-1140784.0,-0.905384126984127,686400,-1714384.0,"[-334198. -166686.   95134. -367677. -182005.   46790. -333517. -723812.
 -201073. -243742. -386401. -328977. -370628. -222865. -504544.   -1898.
 -413758. -504090. -694646. -788500. -239092. -573662. -391285.   18759.
 -669793.]",-339286.64,236063.5426147596,0.88,"[ -883379.  -868170.  -177238.  -409218.  -634835. -1012418.  -239092.
  -622804.  -233871.  -633019.  -599423.  -733456.  -833783.  -980528.
  -612589. -1135328.  -905962.  -496489. -1229636.  -653105.  -618718.
 -1134647. -1072793.  -306277.  -910048.]",-717473.04,293890.32673519285,1.0,"[ -860225. -1244618. -1007761.  -854777. -1178795. -1162224. -1148150.
 -1025921.  -533600. -1152236. -1050320.  -810856. -1205237.  -932177.
 -1164721.  -925938. -1138616. -1192979. -1315208. -1176635. -1238716.
  -878839.  -651289.  -988356.  -952380.]",-1031622.96,189468.85633232287,1.0
